-10,0.00990099
-9.84848,-0.258641
-9.69697,-0.197087
-9.54545,-0.0803062
-9.39394,0.011205
-9.24242,0.0349515
-9.09091,0.0350685
-8.93939,0.019924
-8.78788,0.0127833
-8.48485,-0.0143175
-8.18182,-0.00966845
-7.87879,0.000722423
-7.57576,0.0171256
-7.37374,0.00905032
-7.17172,0.00988302
-6.9697,0.0105442
-6.76768,0.0213669
-6.66667,0.0120564
-6.56566,0.0127202
-6.46465,0.0134397
-6.36364,0.0240988
-6.26263,0.0149824
-6.16162,0.0157885
-6.06061,0.0166189
-5.9596,0.0273847
-5.90909,0.0179337
-5.85859,0.0183985
-5.80808,0.0188804
-5.75758,0.0292829
-5.25253,0.0258523
-4.74747,0.0348215
-4.24242,0.0447408
-3.73737,0.0668094
-3.48485,0.0654574
-3.23232,0.0766024
-2.9798,0.0908452
-2.72727,0.118511
-2.62626,0.11684
-2.52525,0.125812
-2.42424,0.135626
-2.32323,0.156313
-2.17172,0.164788
-2.0202,0.186448
-1.86869,0.212287
-1.71717,0.253249
-1.36364,0.342401
-1.0101,0.488023
-0.656566,0.681937
-0.30303,0.915896
0.30303,1.22958
0.909091,1.22595
1.51515,0.778217
2.12121,0.181833
2.52525,-0.0785327
2.92929,-0.121727
3.33333,-0.0278194
3.73737,0.0668094
3.83838,0.0632034
3.93939,0.0626911
4.0404,0.0561929
4.14141,0.0550924
4.34343,0.0180269
4.54545,-0.000589668
4.74747,0.00319064
4.94949,0.0392195
5.10101,0.0529519
5.25253,0.065891
5.40404,0.0562067
5.55556,0.0313832
5.65657,-0.00822677
5.75758,-0.0305311
5.85859,-0.0286297
5.9596,0.0273847
6.11111,0.20577
6.26263,0.520223
6.41414,0.718238
6.56566,0.0226717
